parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Adhunik Metaliks Ltd [36.1%] -> Adhunik Power and Natural Resources Ltd [unknown %] -> Mahadev Prasad Super Thermal Power Plant [100.0%],109068,Adhunik Power and Natural Resources Ltd,E100001000386,,,25454373,Mahadev Prasad Super Thermal Power Plant,power,electricity-generation
Mahanada Suppliers Pvt Ltd,E100001016502,legal entity,not found,5035484293,IND,IND,,Mahanada Suppliers Pvt Ltd -> Adhunik Metaliks Ltd [22.55%] -> Adhunik Power and Natural Resources Ltd [unknown %] -> Mahadev Prasad Super Thermal Power Plant [100.0%],109068,Adhunik Power and Natural Resources Ltd,E100001000386,,,25454373,Mahadev Prasad Super Thermal Power Plant,power,electricity-generation
Adhunik Metaliks Ltd,E100001000387,legal entity,254900KDLNC8R55TB553,4295873516,IND,IND,,Adhunik Metaliks Ltd -> Adhunik Power and Natural Resources Ltd [unknown %] -> Mahadev Prasad Super Thermal Power Plant [100.0%],,Adhunik Power and Natural Resources Ltd,E100001000386,,,25454373,Mahadev Prasad Super Thermal Power Plant,power,electricity-generation
Sunrwoth Stocks Pvt Ltd,E100001016503,legal entity,not found,not found,IND,IND,,Sunrwoth Stocks Pvt Ltd -> Adhunik Metaliks Ltd [12.5%] -> Adhunik Power and Natural Resources Ltd [unknown %] -> Mahadev Prasad Super Thermal Power Plant [100.0%],109068,Adhunik Power and Natural Resources Ltd,E100001000386,,,25454373,Mahadev Prasad Super Thermal Power Plant,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Adhunik Metaliks Ltd [28.85%] -> Adhunik Power and Natural Resources Ltd [unknown %] -> Mahadev Prasad Super Thermal Power Plant [100.0%],109068,Adhunik Power and Natural Resources Ltd,E100001000386,,,25454373,Mahadev Prasad Super Thermal Power Plant,power,electricity-generation
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,15.58,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Mahan Aluminium power station [100.0%],6988,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,5.16,natural person(s)  -> Hindalco Industries Ltd [5.16%] -> Mahan Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,9.31,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Hindalco Industries Ltd [9.65%] -> Mahan Aluminium power station [100.0%],6988,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
Birla Group Holdings Pvt Ltd,E100001010420,legal entity,335800ILCQTLE8K8I628,5000003697,IND,IND,10.16,Birla Group Holdings Pvt Ltd -> Hindalco Industries Ltd [10.16%] -> Mahan Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.65,Life Insurance Corporation of India Ltd -> Hindalco Industries Ltd [9.65%] -> Mahan Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,59.45,small shareholder(s)  -> Hindalco Industries Ltd [59.45%] -> Mahan Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
Hindalco Industries Ltd,E100000120560,legal entity,335800KXLE5NO5B4GF90,4295873625,IND,IND,100.0,Hindalco Industries Ltd -> Mahan Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
IGH Holdings Pvt Ltd,E100001010419,legal entity,335800E52FQAZNBKW310,5000932187,IND,IND,15.58,IGH Holdings Pvt Ltd -> Hindalco Industries Ltd [15.58%] -> Mahan Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Mahan Aluminium power station [100.0%],"109104,6988",Hindalco Industries Ltd,E100000120560,,,25454355,Mahan Aluminium power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,27.28,natural person(s)  -> Adani Power Ltd [36.86%] -> Mahan Energen Ltd [74.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761,5739",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Srichakra Commercials LLP,E100001015964,legal entity,3358004DRY2WNATZG685,5060538967,IND,IND,2.91,Srichakra Commercials LLP -> Reliance Industries Ltd [11.2%] -> Mahan Energen Ltd [26.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Emerging Market Investment DMCC ,E100001016342,legal entity,984500EF6B1CC3E61B72,5083795627,ARE,ARE,4.15,Emerging Market Investment DMCC  -> Adani Power Ltd [5.61%] -> Mahan Energen Ltd [74.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761,5739",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,16.65,small shareholder(s)  -> Reliance Industries Ltd [64.02%] -> Mahan Energen Ltd [26.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Adani Tradeline Pvt Ltd,E100001016340,legal entity,335800AXC5AI8Z8HVD04,5086642887,IND,IND,7.24,Adani Tradeline Pvt Ltd -> Adani Power Ltd [9.78%] -> Mahan Energen Ltd [74.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761,5739",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Adani Power Ltd,E100001000558,legal entity,33580074T4XKFXBDG813,4297767900,IND,IND,74.0,Adani Power Ltd -> Mahan Energen Ltd [74.0%] -> Mahan Super Thermal Power Project [100.0%],,Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Flourishing Trade And Investment Ltd,E100001016341,legal entity,894500SZ5TN63ZJ0Y632,5073798405,MUS,MUS,8.48,Flourishing Trade And Investment Ltd -> Adani Power Ltd [11.46%] -> Mahan Energen Ltd [74.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761,5739",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Tattvam Enterprises LLP,E100001015967,legal entity,335800C5LYR1PUISLW23,5055036919,IND,IND,2.15,Tattvam Enterprises LLP -> Reliance Industries Ltd [8.26%] -> Mahan Energen Ltd [26.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Karuna Commercials LLP,E100001015966,legal entity,3358005GWQLNPR2MF258,5060559318,IND,IND,2.15,Karuna Commercials LLP -> Reliance Industries Ltd [8.26%] -> Mahan Energen Ltd [26.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Devarshi Commercials LLP,E100001015965,legal entity,33580037ZV4ZNT5CAC40,5055036830,IND,IND,2.15,Devarshi Commercials LLP -> Reliance Industries Ltd [8.26%] -> Mahan Energen Ltd [26.0%] -> Mahan Super Thermal Power Project [100.0%],"145760,145761",Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
Reliance Industries Ltd,E100000121175,legal entity,5493003UOETFYRONLG31,4295872979,IND,IND,26.0,Reliance Industries Ltd -> Mahan Energen Ltd [26.0%] -> Mahan Super Thermal Power Project [100.0%],,Mahan Energen Ltd,E100001000562,,,25453582,Mahan Super Thermal Power Project,power,electricity-generation
CLP Holdings Ltd,E100000000481,legal entity,25490002BUTSMP94GO68,4295871540,HKG,HKG,50.0,CLP Holdings Ltd -> Apraava Energy Pvt Ltd [50.0%] -> Mahatma Gandhi power station [100.0%],,Apraava Energy Pvt Ltd,E100000002588,,,25454202,Mahatma Gandhi power station,power,electricity-generation
Province of Quebec ,E100000000130,legal entity,549300WN65YFEQH74Y36,4297291591,CAN,,50.0,Province of Quebec  -> Caisse de dépôt et placement du Québec  [100.0%] -> Apraava Energy Pvt Ltd [50.0%] -> Mahatma Gandhi power station [100.0%],5632,Apraava Energy Pvt Ltd,E100000002588,,,25454202,Mahatma Gandhi power station,power,electricity-generation
Dorabji Tata Trust ,E100001016173,legal entity,335800INNVZE1RHS5X32,5035491195,IND,IND,9.36,Dorabji Tata Trust  -> Tata Sons Pvt Ltd [27.98%] -> Tata Power Company Ltd [45.21%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"6226,163723,5894",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,26.0,Government of India  -> Damodar Valley Corp [100.0%] -> Maithon Power Ltd [26.0%] -> Maithon Right Bank Thermal Power Station [100.0%],6226,Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,5.42,Life Insurance Corporation of India Ltd -> Tata Power Company Ltd [7.32%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"6226,5894",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Sterling Investment Corporation Pvt Ltd,E100001016175,legal entity,,4297648891,IND,,3.01,Sterling Investment Corporation Pvt Ltd -> Tata Sons Pvt Ltd [9.0%] -> Tata Power Company Ltd [45.21%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"6226,163723,5894",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Damodar Valley Corp,E100000120315,legal entity,335800G8WLTTM3STJE42,5000007420,IND,IND,26.0,Damodar Valley Corp -> Maithon Power Ltd [26.0%] -> Maithon Right Bank Thermal Power Station [100.0%],,Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Tata Sons Pvt Ltd,E100000121405,legal entity,335800YLT7FVL71YN622,4296835432,IND,IND,33.46,Tata Sons Pvt Ltd -> Tata Power Company Ltd [45.21%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"6226,5894",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Cyrus Investments Pvt Ltd,E100001016176,legal entity,984500LA8J846X478B64,4296983960,IND,IND,3.01,Cyrus Investments Pvt Ltd -> Tata Sons Pvt Ltd [9.0%] -> Tata Power Company Ltd [45.21%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"6226,163723,5894",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,9.36,natural person(s)  -> Dorabji Tata Trust  [100.0%] -> Tata Sons Pvt Ltd [27.98%] -> Tata Power Company Ltd [45.21%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"5894,107721,163723,6226,108407",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Tata Power Company Ltd,E100000001940,legal entity,335800H5R3TGTJ7LQ663,4295872983,IND,IND,74.0,Tata Power Company Ltd -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],,Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Ratan Tata Trust ,E100001016174,legal entity,335800XQK8VFRDOZU977,5035506773,IND,IND,7.88,Ratan Tata Trust  -> Tata Sons Pvt Ltd [23.56%] -> Tata Power Company Ltd [45.21%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"6226,163723,5894",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,35.13,small shareholder(s)  -> Tata Power Company Ltd [47.47%] -> Maithon Power Ltd [74.0%] -> Maithon Right Bank Thermal Power Station [100.0%],"6226,5894",Maithon Power Ltd,E100000120811,,,25452613,Maithon Right Bank Thermal Power Station,power,electricity-generation
Government of Qatar ,E100000000839,state,not found,4296555045,,QAT,0.13,Government of Qatar  -> Qatar Investment Authority  [100.0%] -> Qatar Holding LLC [100.0%] -> Glencore PLC [8.57%] -> Glencore Group Funding Ltd [100.0%] -> En+ Group PJSC [10.55%] -> United Company RUSAL PJSC [56.88%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],"6208,8033,5608,182250,108466,109045,108350",Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,4.58,small shareholder(s)  -> United Company RUSAL PJSC [17.6%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],182250,Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
Penna Group ,E100000121108,legal entity,not found,not found,IND,IND,68.0,Penna Group  -> Pioneer Aluminum Industries Ltd [68.0%] -> Makavarapalem Smelter power station [100.0%],,Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
The Capital Group Companies Inc,E100001000901,legal entity,5493007PLZSLIFWICM52,5000006076,USA,USA,0.08,The Capital Group Companies Inc -> Glencore PLC [5.19%] -> Glencore Group Funding Ltd [100.0%] -> En+ Group PJSC [10.55%] -> United Company RUSAL PJSC [56.88%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],"6208,8033,182250,108466,108350",Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
Glencore Group Funding Ltd,E100001010442,legal entity,213800JF8S545VQ8O353,5035438103,ARE,ARE,1.56,Glencore Group Funding Ltd -> En+ Group PJSC [10.55%] -> United Company RUSAL PJSC [56.88%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],"6208,182250",Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,6.65,natural person(s)  -> En+ Group PJSC [44.95%] -> United Company RUSAL PJSC [56.88%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],"6208,182250",Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,,,0.01,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> Glencore PLC [7.29%] -> Glencore Group Funding Ltd [100.0%] -> En+ Group PJSC [10.55%] -> United Company RUSAL PJSC [56.88%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],"6208,8033,182250,108466,108350",Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,0.01,The Vanguard Group Inc -> BlackRock Inc [8.66%] -> Glencore PLC [7.29%] -> Glencore Group Funding Ltd [100.0%] -> En+ Group PJSC [10.55%] -> United Company RUSAL PJSC [56.88%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],"6208,8033,182250,108466,108350",Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
United Company RUSAL PJSC,E100000000336,legal entity,213800WNO9IQTTI4PG55,5034757759,RUS,RUS,26.0,United Company RUSAL PJSC -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],,Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
Qatar Holding LLC,E100001000330,legal entity,549300ZQMTBNHCK6R412,5035487758,QAT,QAT,0.13,Qatar Holding LLC -> Glencore PLC [8.57%] -> Glencore Group Funding Ltd [100.0%] -> En+ Group PJSC [10.55%] -> United Company RUSAL PJSC [56.88%] -> Pioneer Aluminum Industries Ltd [26.0%] -> Makavarapalem Smelter power station [100.0%],"6208,8033,182250,108466,108350",Pioneer Aluminum Industries Ltd,E100000120071,,,25454620,Makavarapalem Smelter power station,power,electricity-generation
